scopus_id,affiliation_name,affiliation_city,affiliation_country
SCOPUS_ID:33746429108,Peking University,Beijing,China
SCOPUS_ID:33746429108,Nanjing University of Science and Technology,Nanjing,China
SCOPUS_ID:0347935957,Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:84892474506,Peking University,Beijing,China
SCOPUS_ID:84883323519,Anhui Normal University,Wuhu,China
SCOPUS_ID:49849088687,Peking University,Beijing,China
SCOPUS_ID:75849137914,Peking University,Beijing,China
SCOPUS_ID:43949124831,Peking University,Beijing,China
SCOPUS_ID:84919332418,Peking University,Beijing,China
SCOPUS_ID:0034240186,Peking University,Beijing,China
SCOPUS_ID:0033436196,Peking University,Beijing,China
SCOPUS_ID:4243805858,Peking University,Beijing,China
SCOPUS_ID:0032301784,Peking University,Beijing,China
SCOPUS_ID:85033440630,Beijing Research Institute of Uranium Geology,Beijing,China
SCOPUS_ID:85033440630,Peking University,Beijing,China
SCOPUS_ID:85033697806,Peking University,Beijing,China
SCOPUS_ID:85033697806,East China Institute of Technology,Fuzhou,China
SCOPUS_ID:85020687106,Peking University,Beijing,China
SCOPUS_ID:84963553929,Peking University,Beijing,China
SCOPUS_ID:66149152297,Peking University,Beijing,China
SCOPUS_ID:39049175961,Peking University,Beijing,China
SCOPUS_ID:84962921197,Peking University,Beijing,China
SCOPUS_ID:84944453788,Peking University,Beijing,China
SCOPUS_ID:84989172889,Peking University,Beijing,China
SCOPUS_ID:84951840592,Peking University,Beijing,China
SCOPUS_ID:70349816916,Peking University,Beijing,China
SCOPUS_ID:44449127060,Peking University,Beijing,China
SCOPUS_ID:80051686891,"Shandong University, Weihai",Weihai,China
SCOPUS_ID:85027985600,Peking University,Beijing,China
SCOPUS_ID:85019940362,Peking University,Beijing,China
SCOPUS_ID:84867600756,Institute of Computing Technology Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:84867600756,Peking University,Beijing,China
SCOPUS_ID:80155212932,Institute of Computing Technology Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:80155212932,Institute of Computing Technology Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:85024880968,Peking University,Beijing,China
SCOPUS_ID:84991735472,Peking University,Beijing,China
SCOPUS_ID:85029952392,Peking University,Beijing,China
SCOPUS_ID:84986004187,Peking University,Beijing,China
SCOPUS_ID:84878110687,Renmin University of China,Beijing,China
SCOPUS_ID:84878110687,Peking University,Beijing,China
SCOPUS_ID:77953106067,Peking University,Beijing,China
SCOPUS_ID:38149006253,Peking University,Beijing,China
SCOPUS_ID:38049158356,Peking University,Beijing,China
SCOPUS_ID:84957975271,Peking University,Beijing,China
SCOPUS_ID:84920781837,Peking University,Beijing,China
SCOPUS_ID:3543058716,Peking University,Beijing,China
SCOPUS_ID:16544378395,Peking University,Beijing,China
SCOPUS_ID:80051676889,Peking University,Beijing,China
SCOPUS_ID:79952677037,Peking University,Beijing,China
SCOPUS_ID:77953378303,Peking University,Beijing,China
SCOPUS_ID:49849088687,Peking University,Beijing,China
SCOPUS_ID:85026760802,Peking University,Beijing,China
SCOPUS_ID:85026760802,Peking University,Beijing,China
SCOPUS_ID:84976610010,Peking University,Beijing,China
SCOPUS_ID:84976610010,Peking University,Beijing,China
SCOPUS_ID:85029311142,Peking University,Beijing,China
SCOPUS_ID:85029311142,Beijing Advanced Innovation Center for Future Internet Technology,Beijing,China
SCOPUS_ID:84962383072,Peking University,Beijing,China
SCOPUS_ID:85030655050,Peking University,Beijing,China
SCOPUS_ID:85030655050,Beijing Hospital,Beijing,China
SCOPUS_ID:84989180940,Peking University,Beijing,China
SCOPUS_ID:85019581266,Peking University,Beijing,China
SCOPUS_ID:85019592667,Peking University,Beijing,China
SCOPUS_ID:84923870372,Peking University,Beijing,China
SCOPUS_ID:84898683664,China University of Mining Technology,Beijing,China
SCOPUS_ID:84898683664,China University of Mining Technology,Beijing,China
SCOPUS_ID:84898683664,Peking University,Beijing,China
SCOPUS_ID:84898683664,Beijing Institute of Technology,Beijing,China
SCOPUS_ID:0035478510,Peking University,Beijing,China
SCOPUS_ID:0035602997,Peking University,Beijing,China
SCOPUS_ID:84992535785,Peking University,Beijing,China
SCOPUS_ID:84949741465,Central University of Finance,Beijing,China
SCOPUS_ID:84862102086,Peking University,Beijing,China
SCOPUS_ID:77957309690,Peking University,Beijing,China
SCOPUS_ID:85028059878,Peking University,Beijing,China
SCOPUS_ID:85009355262,Peking University,Beijing,China
SCOPUS_ID:77958077308,Peking University,Beijing,China
SCOPUS_ID:60649104698,Peking University,Beijing,China
SCOPUS_ID:60649104698,Peking University,Beijing,China
SCOPUS_ID:70349668482,Peking University,Beijing,China
SCOPUS_ID:69949141647,Peking University,Beijing,China
SCOPUS_ID:84988226801,"Shenzhen National Engineering Laboratory of Digital Television Co., Ltd","Qingshuihe, Shenzhen",China
SCOPUS_ID:84890831238,Peking University,Beijing,China
SCOPUS_ID:84890831238,Peking University,Beijing,China
SCOPUS_ID:84861141216,Peking University,Beijing,China
SCOPUS_ID:11344251247,Peking University,Beijing,China
SCOPUS_ID:11344251247,UC Irvine,Irvine,United States
SCOPUS_ID:84935008726,Pennsylvania State University,State College,United States
SCOPUS_ID:84921380613,Carnegie Observatories,Pasadena,United States
SCOPUS_ID:84921380613,Peking University,Beijing,China
SCOPUS_ID:84964757065,Peking University,Beijing,China
SCOPUS_ID:84940378279,Peking University,Beijing,China
SCOPUS_ID:85018506537,Peking University,Beijing,China
SCOPUS_ID:84932650854,Peking University,Beijing,China
SCOPUS_ID:79951803253,Peking University,Beijing,China
SCOPUS_ID:79951803253,Handelshogskolan i Stockholm,Stockholm,Sweden
SCOPUS_ID:70350710611,Peking University,Beijing,China
SCOPUS_ID:62449266415,Peking University,Beijing,China
SCOPUS_ID:84896117351,Peking University,Beijing,China
SCOPUS_ID:84862221382,Peking University,Beijing,China
SCOPUS_ID:49749153449,Peking University,Beijing,China
SCOPUS_ID:40849145449,Peking University,Beijing,China
SCOPUS_ID:84983683558,Peking University,Beijing,China
SCOPUS_ID:84903467373,Peking University,Beijing,China
SCOPUS_ID:84876381464,"China University of Geosciences, Beijing",Beijing,China
SCOPUS_ID:84863052819,China U. of Geosciences (Beijing),,China
SCOPUS_ID:85020111157,307 Hospital of PLA,Beijing,China
SCOPUS_ID:85020111157,Academy of Military Medical Science China,Beijing,China
SCOPUS_ID:84964247564,Peking University,Beijing,China
SCOPUS_ID:85025806047,Peking University,Beijing,China
SCOPUS_ID:85019886134,Peking University,Beijing,China
SCOPUS_ID:85029285670,Peking University,Beijing,China
SCOPUS_ID:85002376307,Peking University,Beijing,China
SCOPUS_ID:85009775717,Peking University,Beijing,China
SCOPUS_ID:85009775717,Collaborative Innovation Center of Quantum Matter,Beijing,China
SCOPUS_ID:84982095321,Peking University,Beijing,China
SCOPUS_ID:85021709287,Peking University,Beijing,China
SCOPUS_ID:84979220567,Peking University,Beijing,China
SCOPUS_ID:3042551382,Peking University,Beijing,China
SCOPUS_ID:5144230714,Peking University,Beijing,China
SCOPUS_ID:84994338494,Peking University,Beijing,China
SCOPUS_ID:85012078061,Peking University,Beijing,China
SCOPUS_ID:77953877457,Peking University,Beijing,China
SCOPUS_ID:77951866299,Peking University,Beijing,China
SCOPUS_ID:84946055533,Peking University,Beijing,China
SCOPUS_ID:84911367025,Peking University,Beijing,China
SCOPUS_ID:0036741463,Peking University,Beijing,China
SCOPUS_ID:0032822192,Peking University,Beijing,China
SCOPUS_ID:85014622817,Peking University,Beijing,China
SCOPUS_ID:85014622817,Institute of High Energy Physics Chinese Academy of Science,Beijing,China
SCOPUS_ID:85025836224,Peking University,Beijing,China
SCOPUS_ID:84955384361,Peking University,Beijing,China
SCOPUS_ID:77952963873,Peking University,Beijing,China
SCOPUS_ID:84893060857,Peking University,Beijing,China
SCOPUS_ID:79954938974,Peking University,Beijing,China
SCOPUS_ID:84918537629,Peking University,Beijing,China
SCOPUS_ID:84918537629,University of Science and Technology Beijing,Beijing,China
SCOPUS_ID:84918522152,Beihang University,Beijing,China
SCOPUS_ID:84918522152,Peking University,Beijing,China
SCOPUS_ID:84969883921,Peking University,Beijing,China
SCOPUS_ID:84928758652,Peking University,Beijing,China
SCOPUS_ID:84969750865,Peking University,Beijing,China
SCOPUS_ID:84870913782,Peking University,Beijing,China
SCOPUS_ID:84863288619,Peking University,Beijing,China
SCOPUS_ID:84897103741,Qingdao University,Qingdao,China
SCOPUS_ID:39049084391,Peking University,Beijing,China
SCOPUS_ID:39049084391,Sichuan University,Chengdu,China
SCOPUS_ID:36049031103,Peking University,Beijing,China
SCOPUS_ID:33847052042,Peking University,Beijing,China
SCOPUS_ID:33847052042,Yale University,New Haven,United States
SCOPUS_ID:84946531294,Peking University,Beijing,China
SCOPUS_ID:84988222748,Peking University,Beijing,China
SCOPUS_ID:84987818140,Peking University,Beijing,China
SCOPUS_ID:84952837683,Peking University,Beijing,China
SCOPUS_ID:84981725148,Peking University,Beijing,China
SCOPUS_ID:84942984006,Peking University,Beijing,China
SCOPUS_ID:85015316795,Peking University,Beijing,China
SCOPUS_ID:84920267967,Peking University,Beijing,China
SCOPUS_ID:0035953128,Peking University,Beijing,China
SCOPUS_ID:0035830744,Peking University,Beijing,China
SCOPUS_ID:84957599972,Tsinghua-Peking Center for Life Sciences,Beijing,China
SCOPUS_ID:84957599972,Tsinghua University,Beijing,China
SCOPUS_ID:0025656712,Peking University,Beijing,China
SCOPUS_ID:0023862070,Peking University,Beijing,China
SCOPUS_ID:0021053208,Peking University,Beijing,China
SCOPUS_ID:0027840508,Peking University,Beijing,China
SCOPUS_ID:0031435201,Peking University,Beijing,China
SCOPUS_ID:0030772036,Peking University,Beijing,China
SCOPUS_ID:0021652130,Peking University,Beijing,China
SCOPUS_ID:0021656886,Peking University,Beijing,China
SCOPUS_ID:33846839231,Wuhan University,Wuhan,China
SCOPUS_ID:33846839231,Peking University,Beijing,China
SCOPUS_ID:13944272634,Peking University,Beijing,China
SCOPUS_ID:13944272634,Research Center for Eco-Environmental Sciences Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:84979224041,Jiangxi University of Traditional Chinese Medicine,Nanchang,China
SCOPUS_ID:84979224041,Peking University,Beijing,China
SCOPUS_ID:84901256728,Peking University,Beijing,China
SCOPUS_ID:84989165790,Peking University,Beijing,China
SCOPUS_ID:84956596573,Peking University,Beijing,China
SCOPUS_ID:84918788695,Peking University,Beijing,China
SCOPUS_ID:84912534968,Peking University,Beijing,China
SCOPUS_ID:85029026317,Peking University,Beijing,China
SCOPUS_ID:85013249563,Peking University,Beijing,China
SCOPUS_ID:84982090972,Peking University,Beijing,China
SCOPUS_ID:85008543954,"College of Chemistry and Molecular Engineering, Peking University",Beijing,China
SCOPUS_ID:84934342603,Peking University,Beijing,China
SCOPUS_ID:84863178399,Peking University,Beijing,China
SCOPUS_ID:84940493258,Peking University,Beijing,China
SCOPUS_ID:84978100365,Peking University,Beijing,China
SCOPUS_ID:85012050346,Southern Medical University,TongHe,China
SCOPUS_ID:85029414838,Tsinghua University,Beijing,China
SCOPUS_ID:85009929099,Fudan University,Shanghai,China
SCOPUS_ID:0027582835,Peking University,Beijing,China
SCOPUS_ID:0027541120,Peking University,Beijing,China
SCOPUS_ID:84929103977,Peking University,Beijing,China
SCOPUS_ID:84941136905,Peking University,Beijing,China
SCOPUS_ID:84971665320,Peking University,Beijing,China
SCOPUS_ID:84938851369,Peking University,Beijing,China
SCOPUS_ID:84938851369,Peking University,Beijing,China
SCOPUS_ID:84924520583,Peking University,Beijing,China
SCOPUS_ID:84887190515,Peking University,Beijing,China
SCOPUS_ID:85020035012,Peking University,Beijing,China
SCOPUS_ID:84911445630,Peking University,Beijing,China
SCOPUS_ID:85016966266,Peking University,Beijing,China
SCOPUS_ID:85028248262,Peking University,Beijing,China
SCOPUS_ID:85032019664,University of International Business and EcoNomics,Beijing,China
SCOPUS_ID:85032023200,Beijing Normal University,Beijing,China
SCOPUS_ID:0035411903,Peking University,Beijing,China
SCOPUS_ID:0000935015,Peking University,Beijing,China
SCOPUS_ID:7044237415,Peking University,Beijing,China
SCOPUS_ID:7044229458,Peking University,Beijing,China
SCOPUS_ID:0033141093,Peking University,Beijing,China
SCOPUS_ID:0032348348,Peking University,Beijing,China
SCOPUS_ID:0032348348,Institute of Semiconductors Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:85029353425,Peking University,Beijing,China
SCOPUS_ID:85016632641,Peking University,Beijing,China
SCOPUS_ID:84994266877,Peking University,Beijing,China
SCOPUS_ID:2842525042,Peking University,Beijing,China
SCOPUS_ID:52449145638,Peking University,Beijing,China
SCOPUS_ID:79952249882,Peking University,Beijing,China
SCOPUS_ID:77953451304,Capital Medical University China,Beijing,China
SCOPUS_ID:84959568055,Peking University,Beijing,China
SCOPUS_ID:84932126413,Peking University,Beijing,China
SCOPUS_ID:85021635257,Peking University,Beijing,China
SCOPUS_ID:85020709454,Peking University,Beijing,China
SCOPUS_ID:85027222808,Peking University,Beijing,China
SCOPUS_ID:84865608515,Peking University,Beijing,China
SCOPUS_ID:85018947432,Peking University,Beijing,China
SCOPUS_ID:84995810450,Peking University,Beijing,China
SCOPUS_ID:84906918770,Peking University,Beijing,China
SCOPUS_ID:84906914042,Peking University,Beijing,China
SCOPUS_ID:84894168968,Peking University,Beijing,China
SCOPUS_ID:84876534583,Peking University,Beijing,China
SCOPUS_ID:84860185433,Peking University,Beijing,China
SCOPUS_ID:34250656983,Peking University,Beijing,China
SCOPUS_ID:84941956859,Peking University,Beijing,China
SCOPUS_ID:84992745465,Universita degli Studi di Foggia,Foggia,Italy
SCOPUS_ID:84992745465,IRCCS Casa Sollievo della Sofferenza,San Giovanni Rotondo,Italy
SCOPUS_ID:48249148651,Peking University,Beijing,China
SCOPUS_ID:85013426661,Peking University,Beijing,China
SCOPUS_ID:84887270485,Peking University,Beijing,China
SCOPUS_ID:77950671656,Peking University,Beijing,China
SCOPUS_ID:72449144241,Peking University,Beijing,China
SCOPUS_ID:84942288267,Peking University,Beijing,China
SCOPUS_ID:84940331670,Peking University,Beijing,China
SCOPUS_ID:84908116822,Beijing Normal University,Beijing,China
SCOPUS_ID:84908116822,Peking University,Beijing,China
SCOPUS_ID:84903731330,Peking University,Beijing,China
SCOPUS_ID:84904197558,Sichuan University,Chengdu,China
SCOPUS_ID:84901246595,Sichuan University,Chengdu,China
SCOPUS_ID:84901246595,Northwest University for Nationalities,Lanzhou,China
SCOPUS_ID:85029388873,Peking University,Beijing,China
SCOPUS_ID:84989890909,Peking University,Beijing,China
SCOPUS_ID:84934762193,Peking University,Beijing,China
SCOPUS_ID:84893116103,Peking University,Beijing,China
SCOPUS_ID:79952369095,Peking University,Beijing,China
SCOPUS_ID:77954598392,Peking University,Beijing,China
SCOPUS_ID:84941048588,Peking University,Beijing,China
SCOPUS_ID:84883593397,Peking University,Beijing,China
SCOPUS_ID:77955251598,Peking University,Beijing,China
SCOPUS_ID:67650071215,Peking University,Beijing,China
SCOPUS_ID:33846926556,Peking University,Beijing,China
SCOPUS_ID:42049094883,Peking University,Beijing,China
SCOPUS_ID:84911368820,Peking University,Beijing,China
SCOPUS_ID:78651495349,Department of Epidemiology,00198 Rome,
SCOPUS_ID:10444253958,Peking University,Beijing,China
SCOPUS_ID:84961927170,Peking University,Beijing,China
SCOPUS_ID:84961927170,Peking University,Beijing,China
SCOPUS_ID:0027578529,Peking University,Beijing,China
SCOPUS_ID:84956243569,Peking University,Beijing,China
SCOPUS_ID:85032332671,University Michigan Ann Arbor,Ann Arbor,United States
SCOPUS_ID:84960950714,Peking University,Beijing,China
SCOPUS_ID:84960950714,Peking University Health Science Center,Beijing,China
SCOPUS_ID:84958931972,Peking University,Beijing,China
SCOPUS_ID:84902331295,Peking University,Beijing,China
SCOPUS_ID:84862982968,Peking University,Beijing,China
SCOPUS_ID:80555128758,Peking University,Beijing,China
SCOPUS_ID:0022233718,Peking University,Beijing,China
SCOPUS_ID:0019550084,Peking University,Beijing,China
SCOPUS_ID:0028315858,Peking University,Beijing,China
SCOPUS_ID:0023457246,Peking University,Beijing,China
SCOPUS_ID:0036511102,Peking University,Beijing,China
SCOPUS_ID:0036514014,Peking University,Beijing,China
SCOPUS_ID:44749090342,Da-Yeh University,Dacun,Taiwan
SCOPUS_ID:33845490895,Peking University,Beijing,China
SCOPUS_ID:84984280734,Peking University,Beijing,China
SCOPUS_ID:4243089087,Peking University,Beijing,China
SCOPUS_ID:33645077870,Peking University,Beijing,China
SCOPUS_ID:18544388939,Peking University,Beijing,China
SCOPUS_ID:40949088624,East China Normal University,Shanghai,China
SCOPUS_ID:33750684940,East China Normal University,Shanghai,China
SCOPUS_ID:51649149992,Peking University,Beijing,China
SCOPUS_ID:51649154298,Peking University,Beijing,China
SCOPUS_ID:84956206121,Peking University,Beijing,China
SCOPUS_ID:84956229393,Peking University,Beijing,China
SCOPUS_ID:79951956387,Peking University,Beijing,China
SCOPUS_ID:70350716280,Peking University,Beijing,China
SCOPUS_ID:0031382643,Peking University,Beijing,China
SCOPUS_ID:11944274334,Peking University,Beijing,China
SCOPUS_ID:84948715439,Peking University,Beijing,China
SCOPUS_ID:84912074390,Peking University,Beijing,China
SCOPUS_ID:85025147613,Peking University,Beijing,China
SCOPUS_ID:85025147613,Southwest University of Finance and EcoNomics,Chengdu,China
SCOPUS_ID:84963851102,Peking University,Beijing,China
SCOPUS_ID:84963851102,Southwest University of Finance and EcoNomics,Chengdu,China
SCOPUS_ID:84954440431,Peking University,Beijing,China
SCOPUS_ID:84938277211,Peking University,Beijing,China
SCOPUS_ID:80052227535,Peking University,Beijing,China
SCOPUS_ID:77956066322,Peking University,Beijing,China
SCOPUS_ID:79952530643,Peking University,Beijing,China
SCOPUS_ID:53249113207,Peking University,Beijing,China
SCOPUS_ID:85027725813,Peking University,Beijing,China
SCOPUS_ID:85027725813,"College of Chemistry and Molecular Engineering, Peking University",Beijing,China
SCOPUS_ID:85026663384,"College of Chemistry and Molecular Engineering, Peking University",Beijing,China
SCOPUS_ID:36149005566,Catholic University,,China
SCOPUS_ID:84874361303,Peking University,Beijing,China
SCOPUS_ID:84868379011,Peking University,Beijing,China
SCOPUS_ID:85020690073,Peking University,Beijing,China
SCOPUS_ID:80051671520,Peking University,Beijing,China
SCOPUS_ID:34447323849,Peking University,Beijing,China
SCOPUS_ID:33747216204,Peking University,Beijing,China
SCOPUS_ID:85018166737,Peking University,Beijing,China
SCOPUS_ID:85018166737,Ministry of Education China,Beijing,China
SCOPUS_ID:85032590923,Peking University,Beijing,China
SCOPUS_ID:84924940657,Peking University,Beijing,China
SCOPUS_ID:84924940657,Peking University,Beijing,China
SCOPUS_ID:84929940608,Peking University,Beijing,China
SCOPUS_ID:85017482428,Peking University,Beijing,China
SCOPUS_ID:84950279967,Peking University,Beijing,China
SCOPUS_ID:84993977926,Peking University,Beijing,China
SCOPUS_ID:84908290981,Beijing Cancer Hospital,Beijing,China
SCOPUS_ID:84876984212,Peking University,Beijing,China
SCOPUS_ID:19844373958,Peking University,Beijing,China
SCOPUS_ID:19844373958,Max-PIanck-Institut f¨¹r Sonnensystemforschung,Katlenburg-Lindau,Germany
SCOPUS_ID:62549150330,Peking University,Beijing,China
SCOPUS_ID:33846447792,Peking University,Beijing,China
SCOPUS_ID:0027109228,Peking University,Beijing,China
SCOPUS_ID:0024646032,Peking University,Beijing,China
SCOPUS_ID:33646201967,Brain Science Institute Wako,Wako,Japan
SCOPUS_ID:84940326718,Peking University,Beijing,China
SCOPUS_ID:77952020788,Peking University,Beijing,China
SCOPUS_ID:84994130873,Peking University,Beijing,China
SCOPUS_ID:84959105363,Peking University,Beijing,China
SCOPUS_ID:34250124344,Peking University,Beijing,China
SCOPUS_ID:34250125613,Peking University,Beijing,China
SCOPUS_ID:51649141279,Peking University,Beijing,China
SCOPUS_ID:51649140572,Peking University,Beijing,China
SCOPUS_ID:84984097339,Peking University,Beijing,China
SCOPUS_ID:0024884522,Peking University,Beijing,China
SCOPUS_ID:33846912314,Capital Medical University China,Beijing,China
SCOPUS_ID:33745536402,Peking University,Beijing,China
SCOPUS_ID:84995611855,Peking University,Beijing,China
SCOPUS_ID:84995611855,Sun Yat-Sen University,Guangzhou,China
SCOPUS_ID:84900442770,Peking University,Beijing,China
SCOPUS_ID:39049193834,Peking University,Beijing,China
SCOPUS_ID:9644282959,Peking University,Beijing,China
SCOPUS_ID:84897643701,Peking University,Beijing,China
SCOPUS_ID:0034483813,Peking University,Beijing,China
SCOPUS_ID:0031961212,University of Southern California,Los Angeles,United States
SCOPUS_ID:34547256355,Peking University,Beijing,China
SCOPUS_ID:33646189823,Peking University,Beijing,China
SCOPUS_ID:85020869725,Peking University,Beijing,China
SCOPUS_ID:85020869725,Peking University,Beijing,China
SCOPUS_ID:85021698526,Peking University,Beijing,China
SCOPUS_ID:85021698526,National Engineering Laboratory for Digital and Material Technology of Stomatology,Beijing,China
SCOPUS_ID:84962523006,Peking University,Beijing,China
SCOPUS_ID:84962473621,Peking University,Beijing,China
SCOPUS_ID:0030398549,Nanyang Technological University,Singapore City,Singapore
SCOPUS_ID:36449001678,Peking University,Beijing,China
SCOPUS_ID:84984647061,Peking University,Beijing,China
SCOPUS_ID:84984647061,Peking University,Beijing,China
SCOPUS_ID:84995460801,Peking University,Beijing,China
SCOPUS_ID:85028755874,Peking University,Beijing,China
SCOPUS_ID:85028349297,Peking University,Beijing,China
SCOPUS_ID:85028349297,Peking University,Beijing,China
SCOPUS_ID:85028349297,National Urological Cancer Center,Beijing,China
SCOPUS_ID:33645916095,Peking University,Beijing,China
SCOPUS_ID:12344318038,Peking University,Beijing,China
SCOPUS_ID:12344318038,Hong Kong University of Science and Technology,Hong Kong,China
SCOPUS_ID:34548105890,Peking University,Beijing,China
SCOPUS_ID:77949918250,National Center of Neurology and Psychiatry Kodaira,Kodaira,Japan
SCOPUS_ID:56849127729,Peking University,Beijing,China
SCOPUS_ID:85031798918,Peking University,Beijing,China
SCOPUS_ID:85029368557,Peking University,Beijing,China
SCOPUS_ID:85029365809,Peking University,Beijing,China
SCOPUS_ID:84990988031,Peking University,Beijing,China
SCOPUS_ID:84941219862,Peking University,Beijing,China
SCOPUS_ID:85005842147,Peking University,Beijing,China
SCOPUS_ID:84893654617,Aerospace Center Hospital,Beijing,China
SCOPUS_ID:0242558996,Peking University,Beijing,China
SCOPUS_ID:0242558996,Peking University,Beijing,China
SCOPUS_ID:84952785908,Peking University,Beijing,China
SCOPUS_ID:84941168663,Peking University,Beijing,China
SCOPUS_ID:80054908916,Peking University,Beijing,China
SCOPUS_ID:79960415100,Peking University,Beijing,China
SCOPUS_ID:51149116114,Peking University,Beijing,China
SCOPUS_ID:45449089659,Peking University,Beijing,China
SCOPUS_ID:82255175446,Peking University,Beijing,China
SCOPUS_ID:79956101973,Peking University,Beijing,China
SCOPUS_ID:85028838847,Shanghai Institute of Organic Chemistry Chinese Academy of Sciences,Shanghai,China
SCOPUS_ID:85028838847,Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:84994608338,Peking University,Beijing,China
SCOPUS_ID:85027715198,Peking University,Beijing,China
SCOPUS_ID:85009476587,Peking University,Beijing,China
SCOPUS_ID:85009476587,Institute of Geographical Sciences and Natural Resources Research Chinese Academy of Sciences,Beijing,China
SCOPUS_ID:84989787127,Peking University,Beijing,China
SCOPUS_ID:84943356333,Peking University,Beijing,China
SCOPUS_ID:84991404823,Peking University,Beijing,China
SCOPUS_ID:84929324542,Peking University,Beijing,China
SCOPUS_ID:85028863357,Peking University,Beijing,China
SCOPUS_ID:84976635156,Peking University,Beijing,China
SCOPUS_ID:70449626924,Peking University,Beijing,China
SCOPUS_ID:77952445883,Peking University,Beijing,China
SCOPUS_ID:48249119614,Peking University,Beijing,China
SCOPUS_ID:48249119614,Peking University,Beijing,China
SCOPUS_ID:48249119614,Ministry of Health of People's Republic of China,Beijing,China
SCOPUS_ID:33746054608,Peking University,Beijing,China
SCOPUS_ID:84855246220,Peking University,Beijing,China
SCOPUS_ID:44649107031,Peking University,Beijing,China
SCOPUS_ID:84897750210,Peking University,Beijing,China
SCOPUS_ID:84897750210,Peking University,Beijing,China
SCOPUS_ID:84894210393,Peking University,Beijing,China
SCOPUS_ID:79952197091,Peking University,Beijing,China
SCOPUS_ID:33745889347,Peking University,Beijing,China
